Date,Username,Rating,Review Text,cleaning,case_folding,normalisasi,tokenize,stopword removal,stemming_data,Sentiment,Prediksi_Sentimen,Kategori
2026-03-08 16:13:12,Lya Ml,2,saya membatalkan pesanan karena pesanan saya tak kunjung dikirim dan slalu dapat lokasi alfa yang jauh pdahal ditempat saya banyak sekali alfa. Tapi sudah hampir 3 harian ini dana belum juga kembali. Ini gimana ya Alfagift? kok lama banget prosesnya. Jujur kecewa dan mulai males pakai alfagift. Merugikan waktu.,saya membatalkan pesanan karena pesanan saya tak kunjung dikirim dan slalu dapat lokasi alfa yang jauh pdahal ditempat saya banyak sekali alfa Tapi sudah hampir  harian ini dana belum juga kembali Ini gimana ya Alfagift kok lama banget prosesnya Jujur kecewa dan mulai males pakai alfagift Merugikan waktu,saya membatalkan pesanan karena pesanan saya tak kunjung dikirim dan slalu dapat lokasi alfa yang jauh pdahal ditempat saya banyak sekali alfa tapi sudah hampir  harian ini dana belum juga kembali ini gimana ya alfagift kok lama banget prosesnya jujur kecewa dan mulai males pakai alfagift merugikan waktu,saya membatalkan pesanan karena pesanan saya tak kunjung dikirim dan selalu dapat lokasi alfa yang jauh padahal ditempat saya banyak sekali alfa tapi sudah hampir harian ini dana belum juga kembali ini bagaimana ya alfagift kok lama banget prosesnya jujur kecewa dan mulai malas pakai alfagift merugikan waktu,"['saya', 'membatalkan', 'pesanan', 'karena', 'pesanan', 'saya', 'tak', 'kunjung', 'dikirim', 'dan', 'selalu', 'dapat', 'lokasi', 'alfa', 'yang', 'jauh', 'padahal', 'ditempat', 'saya', 'banyak', 'sekali', 'alfa', 'tapi', 'sudah', 'hampir', 'harian', 'ini', 'dana', 'belum', 'juga', 'kembali', 'ini', 'bagaimana', 'ya', 'alfagift', 'kok', 'lama', 'banget', 'prosesnya', 'jujur', 'kecewa', 'dan', 'mulai', 'malas', 'pakai', 'alfagift', 'merugikan', 'waktu']","['membatalkan', 'pesanan', 'pesanan', 'kunjung', 'dikirim', 'lokasi', 'alfa', 'ditempat', 'alfa', 'harian', 'dana', 'ya', 'alfagift', 'banget', 'prosesnya', 'jujur', 'kecewa', 'malas', 'pakai', 'alfagift', 'merugikan']",batal pesan pesan kunjung kirim lokasi alfa tempat alfa hari dana ya alfagift banget proses jujur kecewa malas pakai alfagift rugi,Negatif,Negatif,Layanan Pengiriman
2026-03-08 15:42:17,Jak view,1,"parah, pengiriman yang dari alfa DS Galaxy CI81 komunikasi nya kurang..",parah pengiriman yang dari alfa DS Galaxy CI komunikasi nya kurang,parah pengiriman yang dari alfa ds galaxy ci komunikasi nya kurang,parah pengiriman yang dari alfa ds galaxy ci komunikasi ya kurang,"['parah', 'pengiriman', 'yang', 'dari', 'alfa', 'ds', 'galaxy', 'ci', 'komunikasi', 'ya', 'kurang']","['parah', 'pengiriman', 'alfa', 'ds', 'galaxy', 'ci', 'komunikasi', 'ya']",parah kirim alfa ds galaxy ci komunikasi ya,Negatif,Negatif,Layanan Pengiriman
2026-03-08 14:49:27,Second Chance,3,"lama lama muak dengan sistem pengiriman yang milih ""pengiriman 1 jam setelah pembayaran"" malah buktinya dari jam 7 malam dikirim jam 10 malam. apa apaan bobrok amat di kabari lewat pesan ga dibales bales lagi.",lama lama muak dengan sistem pengiriman yang milih pengiriman  jam setelah pembayaran malah buktinya dari jam  malam dikirim jam  malam apa apaan bobrok amat di kabari lewat pesan ga dibales bales lagi,lama lama muak dengan sistem pengiriman yang milih pengiriman  jam setelah pembayaran malah buktinya dari jam  malam dikirim jam  malam apa apaan bobrok amat di kabari lewat pesan ga dibales bales lagi,lama lama muak dengan sistem pengiriman yang memilih pengiriman jam setelah pembayaran malah buktinya dari jam malam dikirim jam malam apa apaan bobrok amat di kabari lewat pesan tidak dibales balas lagi,"['lama', 'lama', 'muak', 'dengan', 'sistem', 'pengiriman', 'yang', 'memilih', 'pengiriman', 'jam', 'setelah', 'pembayaran', 'malah', 'buktinya', 'dari', 'jam', 'malam', 'dikirim', 'jam', 'malam', 'apa', 'apaan', 'bobrok', 'amat', 'di', 'kabari', 'lewat', 'pesan', 'tidak', 'dibales', 'balas', 'lagi']","['muak', 'sistem', 'pengiriman', 'memilih', 'pengiriman', 'jam', 'pembayaran', 'buktinya', 'jam', 'malam', 'dikirim', 'jam', 'malam', 'bobrok', 'kabari', 'pesan', 'dibales', 'balas']",muak sistem kirim pilih kirim jam bayar bukti jam malam kirim jam malam bobrok kabar pesan dibales balas,Negatif,Negatif,Layanan Pengiriman
2026-03-08 14:20:22,Mount Evrest,5,"kalian tau kenapa Alfamart berkembang terus dan terbilang stabil? Alfamart secara ga langsung sedekah, saya sbgai cust merasa sedekahnya bnyak banget. kmu kebelet pipis atau eek di perjalanan? WC mreka terbuka 24 jam , gratis. kmu mo blanja? parkir mreka gratis, ga beli apa apa juga ttap gratis, kmu kehujanan? kmu bisa nongki di Alfamart nunggu hujan reda, duduk di kursi meja yg selalu tersedia dpan Alfamart, gratis, mau sampe subuh juga TAK ADA YG USIR, harga barang? beda tipis dgn supermarket",kalian tau kenapa Alfamart berkembang terus dan terbilang stabil Alfamart secara ga langsung sedekah saya sbgai cust merasa sedekahnya bnyak banget kmu kebelet pipis atau eek di perjalanan WC mreka terbuka  jam  gratis kmu mo blanja parkir mreka gratis ga beli apa apa juga ttap gratis kmu kehujanan kmu bisa nongki di Alfamart nunggu hujan reda duduk di kursi meja yg selalu tersedia dpan Alfamart gratis mau sampe subuh juga TAK ADA YG USIR harga barang beda tipis dgn supermarket,kalian tau kenapa alfamart berkembang terus dan terbilang stabil alfamart secara ga langsung sedekah saya sbgai cust merasa sedekahnya bnyak banget kmu kebelet pipis atau eek di perjalanan wc mreka terbuka  jam  gratis kmu mo blanja parkir mreka gratis ga beli apa apa juga ttap gratis kmu kehujanan kmu bisa nongki di alfamart nunggu hujan reda duduk di kursi meja yg selalu tersedia dpan alfamart gratis mau sampe subuh juga tak ada yg usir harga barang beda tipis dgn supermarket,kalian tau kenapa alfamart berkembang terus dan terbilang stabil alfamart secara tidak langsung sedekah saya sebagai cust merasa sedekahnya banyak banget kamu kebelet pipis atau eek di perjalanan wc mereka terbuka jam gratis kamu mau blanja parkir mereka gratis tidak beli apa apa juga tetap gratis kamu kehujanan kamu bisa nongki di alfamart menunggu hujan reda duduk di kursi meja yang selalu tersedia dpan alfamart gratis mau sampai subuh juga tak ada yang usir harga barang beda tipis dengan supermarket,"['kalian', 'tau', 'kenapa', 'alfamart', 'berkembang', 'terus', 'dan', 'terbilang', 'stabil', 'alfamart', 'secara', 'tidak', 'langsung', 'sedekah', 'saya', 'sebagai', 'cust', 'merasa', 'sedekahnya', 'banyak', 'banget', 'kamu', 'kebelet', 'pipis', 'atau', 'eek', 'di', 'perjalanan', 'wc', 'mereka', 'terbuka', 'jam', 'gratis', 'kamu', 'mau', 'blanja', 'parkir', 'mereka', 'gratis', 'tidak', 'beli', 'apa', 'apa', 'juga', 'tetap', 'gratis', 'kamu', 'kehujanan', 'kamu', 'bisa', 'nongki', 'di', 'alfamart', 'menunggu', 'hujan', 'reda', 'duduk', 'di', 'kursi', 'meja', 'yang', 'selalu', 'tersedia', 'dpan', 'alfamart', 'gratis', 'mau', 'sampai', 'subuh', 'juga', 'tak', 'ada', 'yang', 'usir', 'harga', 'barang', 'beda', 'tipis', 'dengan', 'supermarket']","['tau', 'alfamart', 'berkembang', 'terbilang', 'stabil', 'alfamart', 'langsung', 'sedekah', 'cust', 'sedekahnya', 'banget', 'kebelet', 'pipis', 'eek', 'perjalanan', 'wc', 'terbuka', 'jam', 'gratis', 'blanja', 'parkir', 'gratis', 'beli', 'gratis', 'kehujanan', 'nongki', 'alfamart', 'menunggu', 'hujan', 'reda', 'duduk', 'kursi', 'meja', 'tersedia', 'dpan', 'alfamart', 'gratis', 'subuh', 'usir', 'harga', 'barang', 'beda', 'tipis', 'supermarket']",tau alfamart kembang bilang stabil alfamart langsung sedekah cust sedekah banget kebelet pipis eek jalan wc buka jam gratis blanja parkir gratis beli gratis hujan nongki alfamart tunggu hujan reda duduk kursi meja sedia dpan alfamart gratis subuh usir harga barang beda tipis supermarket,Positif,Positif,Umum
2026-03-08 14:11:12,O,1,"Jangan mau beli di sini kalau tidak mau berisiko menunggu tiga jam lebih 😂. Dari dulu masalahnya selalu begini, tidak ada sama sekali perbaikan.",Jangan mau beli di sini kalau tidak mau berisiko menunggu tiga jam lebih  Dari dulu masalahnya selalu begini tidak ada sama sekali perbaikan,jangan mau beli di sini kalau tidak mau berisiko menunggu tiga jam lebih  dari dulu masalahnya selalu begini tidak ada sama sekali perbaikan,jangan mau beli di sini kalau tidak mau berisiko menunggu tiga jam lebih dari dulu masalahnya selalu begini tidak ada sama sekali perbaikan,"['jangan', 'mau', 'beli', 'di', 'sini', 'kalau', 'tidak', 'mau', 'berisiko', 'menunggu', 'tiga', 'jam', 'lebih', 'dari', 'dulu', 'masalahnya', 'selalu', 'begini', 'tidak', 'ada', 'sama', 'sekali', 'perbaikan']","['beli', 'berisiko', 'menunggu', 'jam', 'perbaikan']",beli risiko tunggu jam baik,Negatif,Negatif,Umum
2026-03-08 14:08:34,Fitri Ani,1,"maaf alfagift makin sini makin buruk, delivery lama sampe berjam jam. Begitupun dengan pick up lama, aku kecewa karna alfagift makin lamban 😌",maaf alfagift makin sini makin buruk delivery lama sampe berjam jam Begitupun dengan pick up lama aku kecewa karna alfagift makin lamban ,maaf alfagift makin sini makin buruk delivery lama sampe berjam jam begitupun dengan pick up lama aku kecewa karna alfagift makin lamban ,maaf alfagift makin sini makin buruk delivery lama sampai berjam jam begitupun dengan pick up lama aku kecewa karena alfagift makin lamban,"['maaf', 'alfagift', 'makin', 'sini', 'makin', 'buruk', 'delivery', 'lama', 'sampai', 'berjam', 'jam', 'begitupun', 'dengan', 'pick', 'up', 'lama', 'aku', 'kecewa', 'karena', 'alfagift', 'makin', 'lamban']","['maaf', 'alfagift', 'buruk', 'delivery', 'berjam', 'jam', 'pick', 'up', 'kecewa', 'alfagift', 'lamban']",maaf alfagift buruk delivery jam jam pick up kecewa alfagift lamban,Negatif,Negatif,Umum
2026-03-08 13:07:05,Dewi Setianingrum,5,"aplikasi e-market terbaik sih sejauh ini apalagi d banding sebelah, poinnya 11 12ribu keren pokoknya alfagift big thanks and big appreciates for u",aplikasi emarket terbaik sih sejauh ini apalagi d banding sebelah poinnya  ribu keren pokoknya alfagift big thanks and big appreciates for u,aplikasi emarket terbaik sih sejauh ini apalagi d banding sebelah poinnya  ribu keren pokoknya alfagift big thanks and big appreciates for u,aplikasi emarket terbaik sih sejauh ini apalagi di banding sebelah poinnya ribu keren pokoknya alfagift big thanks and big appreciates for lu,"['aplikasi', 'emarket', 'terbaik', 'sih', 'sejauh', 'ini', 'apalagi', 'di', 'banding', 'sebelah', 'poinnya', 'ribu', 'keren', 'pokoknya', 'alfagift', 'big', 'thanks', 'and', 'big', 'appreciates', 'for', 'lu']","['aplikasi', 'emarket', 'terbaik', 'sih', 'banding', 'sebelah', 'poinnya', 'ribu', 'keren', 'pokoknya', 'alfagift', 'big', 'thanks', 'and', 'big', 'appreciates', 'for', 'lu']",aplikasi emarket baik sih banding belah poin ribu keren pokok alfagift big thanks and big appreciates for lu,Positif,Positif,Aplikasi & Bug
2026-03-08 12:47:26,Iwan Setiawan,3,proses pengantaran sangat lambat dan tidak sesuai jam yang dijanjikan,proses pengantaran sangat lambat dan tidak sesuai jam yang dijanjikan,proses pengantaran sangat lambat dan tidak sesuai jam yang dijanjikan,proses pengantaran sangat lambat dan tidak sesuai jam yang dijanjikan,"['proses', 'pengantaran', 'sangat', 'lambat', 'dan', 'tidak', 'sesuai', 'jam', 'yang', 'dijanjikan']","['proses', 'pengantaran', 'lambat', 'sesuai', 'jam', 'dijanjikan']",proses antar lambat sesuai jam janji,Negatif,Negatif,Layanan Pengiriman
2026-03-08 12:42:04,Jota,1,"Awalnya enak 1 jam dikirim. Skrg pilihan maksimal 1 jam pengiriman,gak pernah tepat. Seolah2 yang bikin jadwal kurir.bukan pembeli. Kalo emang begitu buat apa ada fitur maksimal pengiriman. Parah sih ga sekali dua kali. Tapi keseringan suka2 kurirnya waktu ngirim. Kadang suka Di manipulasi barang udah sampe padahal dikirim aja belum. Bikin bingung pembeli juga",Awalnya enak  jam dikirim Skrg pilihan maksimal  jam pengirimangak pernah tepat Seolah yang bikin jadwal kurirbukan pembeli Kalo emang begitu buat apa ada fitur maksimal pengiriman Parah sih ga sekali dua kali Tapi keseringan suka kurirnya waktu ngirim Kadang suka Di manipulasi barang udah sampe padahal dikirim aja belum Bikin bingung pembeli juga,awalnya enak  jam dikirim skrg pilihan maksimal  jam pengirimangak pernah tepat seolah yang bikin jadwal kurirbukan pembeli kalo emang begitu buat apa ada fitur maksimal pengiriman parah sih ga sekali dua kali tapi keseringan suka kurirnya waktu ngirim kadang suka di manipulasi barang udah sampe padahal dikirim aja belum bikin bingung pembeli juga,awalnya enak jam dikirim sekarang pilihan maksimal jam pengirimangak pernah tepat seolah yang bikin jadwal kurirbukan pembeli kalau memang begitu buat apa ada fitur maksimal pengiriman parah sih tidak sekali dua kali tapi keseringan suka kurirnya waktu mengirim kadang suka di manipulasi barang sudah sampai padahal dikirim saja belum bikin bingung pembeli juga,"['awalnya', 'enak', 'jam', 'dikirim', 'sekarang', 'pilihan', 'maksimal', 'jam', 'pengirimangak', 'pernah', 'tepat', 'seolah', 'yang', 'bikin', 'jadwal', 'kurirbukan', 'pembeli', 'kalau', 'memang', 'begitu', 'buat', 'apa', 'ada', 'fitur', 'maksimal', 'pengiriman', 'parah', 'sih', 'tidak', 'sekali', 'dua', 'kali', 'tapi', 'keseringan', 'suka', 'kurirnya', 'waktu', 'mengirim', 'kadang', 'suka', 'di', 'manipulasi', 'barang', 'sudah', 'sampai', 'padahal', 'dikirim', 'saja', 'belum', 'bikin', 'bingung', 'pembeli', 'juga']","['enak', 'jam', 'dikirim', 'pilihan', 'maksimal', 'jam', 'pengirimangak', 'bikin', 'jadwal', 'kurirbukan', 'pembeli', 'fitur', 'maksimal', 'pengiriman', 'parah', 'sih', 'kali', 'keseringan', 'suka', 'kurirnya', 'mengirim', 'kadang', 'suka', 'manipulasi', 'barang', 'dikirim', 'bikin', 'bingung', 'pembeli']",enak jam kirim pilih maksimal jam pengirimangak bikin jadwal kurirbukan beli fitur maksimal kirim parah sih kali sering suka kurir kirim kadang suka manipulasi barang kirim bikin bingung beli,Negatif,Negatif,Layanan Pengiriman
2026-03-08 11:10:06,Rerenis Setiani,1,"sumpah parah blm di kirim "" barangnya tapi keterangan nya udh diterima, padahal blm nyampe sama sekali. Pesan hari minggu dri jam 1 siang sampe mau maghrib pdhal lagi butuh bgt barangnya. belanja di alfamart montor pandeglang Kecamatan Pagelaran pandeglang. tolong dong di evaluasi lagi karyawan nya. ntar kalau gini saya pindah ke si biru aja belanjanya",sumpah parah blm di kirim  barangnya tapi keterangan nya udh diterima padahal blm nyampe sama sekali Pesan hari minggu dri jam  siang sampe mau maghrib pdhal lagi butuh bgt barangnya belanja di alfamart montor pandeglang Kecamatan Pagelaran pandeglang tolong dong di evaluasi lagi karyawan nya ntar kalau gini saya pindah ke si biru aja belanjanya,sumpah parah blm di kirim  barangnya tapi keterangan nya udh diterima padahal blm nyampe sama sekali pesan hari minggu dri jam  siang sampe mau maghrib pdhal lagi butuh bgt barangnya belanja di alfamart montor pandeglang kecamatan pagelaran pandeglang tolong dong di evaluasi lagi karyawan nya ntar kalau gini saya pindah ke si biru aja belanjanya,sumpah parah belum di kirim barangnya tapi keterangan ya sudah diterima padahal belum sampai sama sekali pesan hari minggu dari jam siang sampai mau maghrib padahal lagi butuh banget barangnya belanja di alfamart montor pandeglang kecamatan pagelaran pandeglang tolong dong di evaluasi lagi karyawan ya entar kalau begini saya pindah ke sih biru saja belanjanya,"['sumpah', 'parah', 'belum', 'di', 'kirim', 'barangnya', 'tapi', 'keterangan', 'ya', 'sudah', 'diterima', 'padahal', 'belum', 'sampai', 'sama', 'sekali', 'pesan', 'hari', 'minggu', 'dari', 'jam', 'siang', 'sampai', 'mau', 'maghrib', 'padahal', 'lagi', 'butuh', 'banget', 'barangnya', 'belanja', 'di', 'alfamart', 'montor', 'pandeglang', 'kecamatan', 'pagelaran', 'pandeglang', 'tolong', 'dong', 'di', 'evaluasi', 'lagi', 'karyawan', 'ya', 'entar', 'kalau', 'begini', 'saya', 'pindah', 'ke', 'sih', 'biru', 'saja', 'belanjanya']","['sumpah', 'parah', 'kirim', 'barangnya', 'keterangan', 'ya', 'diterima', 'pesan', 'minggu', 'jam', 'siang', 'maghrib', 'butuh', 'banget', 'barangnya', 'belanja', 'alfamart', 'montor', 'pandeglang', 'kecamatan', 'pagelaran', 'pandeglang', 'tolong', 'evaluasi', 'karyawan', 'ya', 'entar', 'pindah', 'sih', 'biru', 'belanjanya']",sumpah parah kirim barang terang ya terima pesan minggu jam siang maghrib butuh banget barang belanja alfamart montor pandeglang camat pagelaran pandeglang tolong evaluasi karyawan ya entar pindah sih biru belanja,Negatif,Negatif,Layanan Pengiriman
2026-03-08 11:09:54,master brotherhood,1,saya belum tau nilai plusnya.??,saya belum tau nilai plusnya,saya belum tau nilai plusnya,saya belum tau nilai plusnya,"['saya', 'belum', 'tau', 'nilai', 'plusnya']","['tau', 'nilai', 'plusnya']",tau nilai plus,Negatif,Negatif,Umum
2026-03-08 10:49:26,yosephine retnowilis20,5,"banyak fasilitas discount bagi member, pembelian dengan voucher",banyak fasilitas discount bagi member pembelian dengan voucher,banyak fasilitas discount bagi member pembelian dengan voucher,banyak fasilitas discount bagi member pembelian dengan voucher,"['banyak', 'fasilitas', 'discount', 'bagi', 'member', 'pembelian', 'dengan', 'voucher']","['fasilitas', 'discount', 'member', 'pembelian', 'voucher']",fasilitas discount member beli voucher,Positif,Positif,Promo & Voucher
2026-03-08 09:56:45,khairil Qhadafi,1,layanan kasir 2 malah di kosong ...malah antri kayak antri dipertamina....payah,layanan kasir  malah di kosong malah antri kayak antri dipertaminapayah,layanan kasir  malah di kosong malah antri kayak antri dipertaminapayah,layanan kasir malah di kosong malah antri kayak antri dipertaminapayah,"['layanan', 'kasir', 'malah', 'di', 'kosong', 'malah', 'antri', 'kayak', 'antri', 'dipertaminapayah']","['layanan', 'kasir', 'kosong', 'antri', 'kayak', 'antri', 'dipertaminapayah']",layan kasir kosong antri kayak antri dipertaminapayah,Negatif,Negatif,Umum
2026-03-08 09:51:45,Hafidz Mubarok,1,gimana ini alfagiift saya mesen air galon aqua isi ulang di apk nya barang sudah saya Terima padahal aslinya belum sama sekali dan bukti penerima yang di fotokan motor yang nganter nya saja dari tanggal 7 saya spam di baca saja tidak di balas,gimana ini alfagiift saya mesen air galon aqua isi ulang di apk nya barang sudah saya Terima padahal aslinya belum sama sekali dan bukti penerima yang di fotokan motor yang nganter nya saja dari tanggal  saya spam di baca saja tidak di balas,gimana ini alfagiift saya mesen air galon aqua isi ulang di apk nya barang sudah saya terima padahal aslinya belum sama sekali dan bukti penerima yang di fotokan motor yang nganter nya saja dari tanggal  saya spam di baca saja tidak di balas,bagaimana ini alfagiift saya mesen air galon aqua isi ulang di apk ya barang sudah saya terima padahal aslinya belum sama sekali dan bukti penerima yang di fotokan motor yang nganter ya saja dari tanggal saya spam di baca saja tidak di balas,"['bagaimana', 'ini', 'alfagiift', 'saya', 'mesen', 'air', 'galon', 'aqua', 'isi', 'ulang', 'di', 'apk', 'ya', 'barang', 'sudah', 'saya', 'terima', 'padahal', 'aslinya', 'belum', 'sama', 'sekali', 'dan', 'bukti', 'penerima', 'yang', 'di', 'fotokan', 'motor', 'yang', 'nganter', 'ya', 'saja', 'dari', 'tanggal', 'saya', 'spam', 'di', 'baca', 'saja', 'tidak', 'di', 'balas']","['alfagiift', 'mesen', 'air', 'galon', 'aqua', 'isi', 'ulang', 'apk', 'ya', 'barang', 'terima', 'aslinya', 'bukti', 'penerima', 'fotokan', 'motor', 'nganter', 'ya', 'tanggal', 'spam', 'baca', 'balas']",alfagiift mesen air galon aqua isi ulang apk ya barang terima asli bukti terima foto motor nganter ya tanggal spam baca balas,Negatif,Negatif,Umum
2026-03-08 09:18:31,Eka,1,pengirimannn sangattt lamaaaa..... parahhhh tolong pusat cek cara kerja cabang DX cibubur. pelayanann parahhh,pengirimannn sangattt lamaaaa parahhhh tolong pusat cek cara kerja cabang DX cibubur pelayanann parahhh,pengirimannn sangattt lamaaaa parahhhh tolong pusat cek cara kerja cabang dx cibubur pelayanann parahhh,pengirimannn sangat lamaaaa parahhhh tolong pusat cek cara kerja cabang dx cibubur pelayanann parahhh,"['pengirimannn', 'sangat', 'lamaaaa', 'parahhhh', 'tolong', 'pusat', 'cek', 'cara', 'kerja', 'cabang', 'dx', 'cibubur', 'pelayanann', 'parahhh']","['pengirimannn', 'lamaaaa', 'parahhhh', 'tolong', 'pusat', 'cek', 'kerja', 'cabang', 'dx', 'cibubur', 'pelayanann', 'parahhh']",pengirimannn lamaaaa parahhhh tolong pusat cek kerja cabang dx cibubur pelayanann parahhh,Negatif,Negatif,Layanan Pengiriman
2026-03-08 07:18:50,Ashell Nayyin,4,"gua hapus ini apk, karena kaget sama notif nya ""hanya alfa gift""",gua hapus ini apk karena kaget sama notif nya hanya alfa gift,gua hapus ini apk karena kaget sama notif nya hanya alfa gift,gua hapus ini apk karena kaget sama notif ya hanya alfa gift,"['gua', 'hapus', 'ini', 'apk', 'karena', 'kaget', 'sama', 'notif', 'ya', 'hanya', 'alfa', 'gift']","['gua', 'hapus', 'apk', 'kaget', 'notif', 'ya', 'alfa', 'gift']",gua hapus apk kaget notif ya alfa gift,Positif,Negatif,Aplikasi & Bug
2026-03-08 06:49:41,Yansen,1,"sekarang setiap kali pesan makin kurang memuaskan, pengirimannya kedepannya makin lama walaupun dekat aja",sekarang setiap kali pesan makin kurang memuaskan pengirimannya kedepannya makin lama walaupun dekat aja,sekarang setiap kali pesan makin kurang memuaskan pengirimannya kedepannya makin lama walaupun dekat aja,sekarang setiap kali pesan makin kurang memuaskan pengirimannya kedepannya makin lama walaupun dekat saja,"['sekarang', 'setiap', 'kali', 'pesan', 'makin', 'kurang', 'memuaskan', 'pengirimannya', 'kedepannya', 'makin', 'lama', 'walaupun', 'dekat', 'saja']","['kali', 'pesan', 'memuaskan', 'pengirimannya', 'kedepannya']",kali pesan muas kirim depan,Negatif,Negatif,Layanan Pengiriman
2026-03-08 06:32:16,Zifara Aurelia,5,bagus cpet si pngirimn nys,bagus cpet si pngirimn nys,bagus cpet si pngirimn nys,bagus cepat sih pngirimn nys,"['bagus', 'cepat', 'sih', 'pngirimn', 'nys']","['bagus', 'cepat', 'sih', 'pngirimn', 'nys']",bagus cepat sih pngirimn nys,Positif,Positif,Umum
2026-03-08 05:23:39,Inas Maulidar,1,"kalo emang gak bisa ontime ngirim nya gak usah ada opsi pengiriman ""satu jam setelah pembayaran"".... ini pesanan saya hampir 3 jam gak nyampe nyampe",kalo emang gak bisa ontime ngirim nya gak usah ada opsi pengiriman satu jam setelah pembayaran ini pesanan saya hampir  jam gak nyampe nyampe,kalo emang gak bisa ontime ngirim nya gak usah ada opsi pengiriman satu jam setelah pembayaran ini pesanan saya hampir  jam gak nyampe nyampe,kalau memang tidak bisa ontime mengirim ya tidak usah ada opsi pengiriman satu jam setelah pembayaran ini pesanan saya hampir jam tidak sampai sampai,"['kalau', 'memang', 'tidak', 'bisa', 'ontime', 'mengirim', 'ya', 'tidak', 'usah', 'ada', 'opsi', 'pengiriman', 'satu', 'jam', 'setelah', 'pembayaran', 'ini', 'pesanan', 'saya', 'hampir', 'jam', 'tidak', 'sampai', 'sampai']","['ontime', 'mengirim', 'ya', 'opsi', 'pengiriman', 'jam', 'pembayaran', 'pesanan', 'jam']",ontime kirim ya opsi kirim jam bayar pesan jam,Negatif,Negatif,Layanan Pengiriman
2026-03-08 05:21:31,Rainy day,3,"ini padahal titik udh sesuai, jadi aku mesenin brg buat orang kealamat dia, tapi gabisa dikirim mungkin krn aktifin lokasi jdi kedetect dilokasi aku ,hmmm",ini padahal titik udh sesuai jadi aku mesenin brg buat orang kealamat dia tapi gabisa dikirim mungkin krn aktifin lokasi jdi kedetect dilokasi aku hmmm,ini padahal titik udh sesuai jadi aku mesenin brg buat orang kealamat dia tapi gabisa dikirim mungkin krn aktifin lokasi jdi kedetect dilokasi aku hmmm,ini padahal titik sudah sesuai jadi aku mesenin bareng buat orang kealamat dia tapi gabisa dikirim mungkin karena aktifin lokasi jadi kedetect dilokasi aku hmmm,"['ini', 'padahal', 'titik', 'sudah', 'sesuai', 'jadi', 'aku', 'mesenin', 'bareng', 'buat', 'orang', 'kealamat', 'dia', 'tapi', 'gabisa', 'dikirim', 'mungkin', 'karena', 'aktifin', 'lokasi', 'jadi', 'kedetect', 'dilokasi', 'aku', 'hmmm']","['titik', 'sesuai', 'mesenin', 'bareng', 'orang', 'kealamat', 'gabisa', 'dikirim', 'aktifin', 'lokasi', 'kedetect', 'dilokasi', 'hmmm']",titik sesuai mesenin bareng orang alamat gabisa kirim aktifin lokasi kedetect lokasi hmmm,Negatif,Negatif,Layanan Pengiriman
2026-03-08 05:16:27,Slamet Riyadi,1,"jelek banget bikin akun susah👎,gak kaya indomaret klik👍",jelek banget bikin akun susahgak kaya indomaret klik,jelek banget bikin akun susahgak kaya indomaret klik,jelek banget bikin akun susahgak kayak indomaret klik,"['jelek', 'banget', 'bikin', 'akun', 'susahgak', 'kayak', 'indomaret', 'klik']","['jelek', 'banget', 'bikin', 'akun', 'susahgak', 'kayak', 'indomaret', 'klik']",jelek banget bikin akun susahgak kayak indomaret klik,Negatif,Negatif,Login & Akun
2026-03-08 04:34:34,Okta Rina,1,jelek,jelek,jelek,jelek,['jelek'],['jelek'],jelek,Negatif,Negatif,Umum
2026-03-08 03:39:06,Bee Farms,1,"Hapus aja udah layanan antarnya kalau gak bisa antar cepat, malah jadi ngehambat , kl butuh waktu lama orang lebih baik beli langsung aja, ini kan dibutuhin buat urgent biar gk perlu keluar rumah payah makin kesini",Hapus aja udah layanan antarnya kalau gak bisa antar cepat malah jadi ngehambat  kl butuh waktu lama orang lebih baik beli langsung aja ini kan dibutuhin buat urgent biar gk perlu keluar rumah payah makin kesini,hapus aja udah layanan antarnya kalau gak bisa antar cepat malah jadi ngehambat  kl butuh waktu lama orang lebih baik beli langsung aja ini kan dibutuhin buat urgent biar gk perlu keluar rumah payah makin kesini,hapus saja sudah layanan antarnya kalau tidak bisa antar cepat malah jadi ngehambat kalau butuh waktu lama orang lebih baik beli langsung saja ini kan dibutuhin buat urgent biar tidak perlu keluar rumah payah makin kesini,"['hapus', 'saja', 'sudah', 'layanan', 'antarnya', 'kalau', 'tidak', 'bisa', 'antar', 'cepat', 'malah', 'jadi', 'ngehambat', 'kalau', 'butuh', 'waktu', 'lama', 'orang', 'lebih', 'baik', 'beli', 'langsung', 'saja', 'ini', 'kan', 'dibutuhin', 'buat', 'urgent', 'biar', 'tidak', 'perlu', 'keluar', 'rumah', 'payah', 'makin', 'kesini']","['hapus', 'layanan', 'antarnya', 'cepat', 'ngehambat', 'butuh', 'orang', 'beli', 'langsung', 'dibutuhin', 'urgent', 'biar', 'rumah', 'payah', 'kesini']",hapus layan antar cepat ngehambat butuh orang beli langsung dibutuhin urgent biar rumah payah kesini,Negatif,Negatif,Layanan Pengiriman
